LAT;DUMMY;;;;;;;;;;
LONG;DUMMY;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Precipitação [mm];Velocidade do Vento [km/h];Veloc Max do Vento [km/h];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Hora;méd;méd;méd;méd;soma;méd;máx;últ;últ;méd;Evapotranspiração Diária [mm]
2018-02-09 11:00:00;27,14;18,9;831;1,4;0;7,6;23;10118;6787;;
2018-02-09 10:00:00;25,38;18,6;617;1,08;0;7,2;16,2;9888;6790;;
2018-02-09 09:00:00;23,38;18,6;454;0,72;0;6,5;16,9;9883;6787;;
2018-02-09 08:00:00;20,88;17,8;158;0,41;0;5,4;13;7064;6741;;
2018-02-09 07:00:00;19,82;16,9;23;0,36;0;2,9;9,4;6772;6534;;
2018-02-09 06:00:00;19,79;16,9;0;0,37;0;1,8;9,7;0;6445;;
2018-02-09 05:00:00;20,02;17,1;0;0,37;0;2,2;8,3;0;6451;;
2018-02-09 04:00:00;20,25;17,4;0;0,36;0;2,2;7,2;0;6459;;
2018-02-09 03:00:00;19,98;17,6;0;0,3;0;1,1;6,8;0;6465;;
2018-02-09 02:00:00;19,7;17,6;0;0,26;0;0;2,9;0;6468;;
2018-02-09 01:00:00;20,19;17,7;0;0,33;0;0;2,5;0;6474;;
2018-02-09 00:00:00;21,22;17,1;0;0,55;0;1,8;11,2;0;6482;;5,9
2018-02-08 23:00:00;22,73;15,9;0;0,93;0;6,1;11,2;0;6488;;
2018-02-08 22:00:00;22,6;14,9;0;1,03;0;1,4;6,5;0;6488;;
2018-02-08 21:00:00;22,58;15;0;1,01;0;2,5;5;0;6491;;
2018-02-08 20:00:00;22,68;15,8;0;0,94;0;2,5;5,8;0;6499;;
2018-02-08 19:00:00;25,65;15,6;33;1,51;0;2,5;4,7;3446;6704;;
2018-02-08 18:00:00;29,38;13,5;271;2,53;0;1,8;8,6;8023;6761;;
2018-02-08 17:00:00;30,57;12,6;584;2,91;0;3,2;10,4;9667;6801;;
2018-02-08 16:00:00;30,98;11,8;827;3,09;0;2,5;10,8;9801;6784;;
2018-02-08 15:00:00;30,83;11,8;998;3,05;0;4,3;14,8;9725;6784;;
2018-02-08 14:00:00;30,24;12,4;1110;2,84;0;4,3;18;9873;6784;;
2018-02-08 13:00:00;29,2;12,7;1137;2,56;0;4;12,6;9897;6790;;
2018-02-08 12:00:00;27,89;13,7;1078;2,17;0;2,2;13;9926;6784;;
2018-02-08 11:00:00;25,41;16;922;1,41;0;2,9;8,3;10003;6787;;
2018-02-08 10:00:00;22,99;17,3;733;0,81;0;4,7;13,3;10118;6793;;
2018-02-08 09:00:00;21,18;17,5;420;0,49;0;3,6;11,5;10055;6796;;
2018-02-08 08:00:00;19,58;17;123;0,33;0;1,4;9;7069;6750;;
2018-02-08 07:00:00;17,96;16,3;3;0,18;0;1,1;5,8;6777;6536;;
2018-02-08 06:00:00;17,44;16,1;0;0,14;0;2,2;7,2;728;6442;;
2018-02-08 05:00:00;17,6;16,1;0;0,16;0;1,8;6,8;0;6445;;
2018-02-08 04:00:00;17,4;16,1;0;0,14;0;0,4;3,6;0;6454;;
2018-02-08 03:00:00;17,76;16,3;0;0,15;0;1,1;7,6;0;6465;;
2018-02-08 02:00:00;17,52;16,3;0;0,13;0;0,4;5,8;0;6474;;
2018-02-08 01:00:00;18,39;16,6;0;0,2;0;0,7;5,8;0;6479;;
2018-02-08 00:00:00;19,06;16,9;0;0,26;0;2,2;7,9;0;6482;;5,6
2018-02-07 23:00:00;19,92;17;0;0,37;0;4,7;11,5;0;6488;;
2018-02-07 22:00:00;20,8;16,8;0;0,52;0;2,9;12,6;0;6488;;
2018-02-07 21:00:00;20,26;16,2;0;0,52;0;1,8;5,8;0;6496;;
2018-02-07 20:00:00;20,54;15,7;0;0,61;0;0,7;2,2;0;6502;;
2018-02-07 19:00:00;24,01;16;25;1,15;0;1,4;7,2;3379;6716;;
2018-02-07 18:00:00;26,52;16,3;287;1,6;0;2,5;12,6;7774;6761;;
2018-02-07 17:00:00;27,66;16,3;581;1,84;0;2,5;7,9;9538;6798;;
2018-02-07 16:00:00;27,42;16,8;637;1,72;0;2,9;12,2;9964;6790;;
2018-02-07 15:00:00;28,23;15,6;754;2,05;0;2,9;11,5;9188;6813;;
2018-02-07 14:00:00;28,62;13,2;1125;2,39;0;2,9;11,5;9878;6781;;
2018-02-07 13:00:00;27,91;14,8;1083;2,06;0;2,9;10,4;10118;6787;;
2018-02-07 12:00:00;27,4;16,8;1143;1,72;0;3,2;13,3;10017;6793;;
2018-02-07 11:00:00;24,77;17,6;900;1,09;0;2,5;10,4;9988;6784;;
2018-02-07 10:00:00;22,54;16,7;718;0,81;0;2,9;11,2;10098;6796;;
2018-02-07 09:00:00;21,11;16,6;492;0,6;0;3,6;11,2;10084;6801;;
2018-02-07 08:00:00;19,48;16,2;162;0,4;0;2,2;10,1;7074;6753;;
2018-02-07 07:00:00;17,88;15,9;21;0,22;0;1,1;5,8;6839;6573;;
2018-02-07 06:00:00;17,52;15,8;0;0,19;0;1,4;5,4;728;6448;;
2018-02-07 05:00:00;17,97;16;0;0,23;0;2,9;8,6;0;6454;;
2018-02-07 04:00:00;18,23;16,1;0;0,24;0;4,7;11,2;0;6459;;
2018-02-07 03:00:00;18,19;16,2;0;0,23;0;2,5;8,6;0;6465;;
2018-02-07 02:00:00;18,04;16,2;0;0,21;0;1,4;7,9;0;6468;;
2018-02-07 01:00:00;18,24;16,1;0;0,24;0;2,2;7,6;0;6477;;
2018-02-07 00:00:00;18,94;16,1;0;0,34;0;4,7;14;0;6482;;5,1
2018-02-06 23:00:00;19,78;16,1;0;0,46;0;5,8;16,2;0;6491;;
2018-02-06 22:00:00;20,67;16,9;0;0,49;0;3,6;14;0;6496;;
2018-02-06 21:00:00;20,63;16,5;0;0,53;0;2,5;9;0;6505;;
2018-02-06 20:00:00;21,52;16;0;0,73;0;1,4;8,3;0;6508;;
2018-02-06 19:00:00;23,88;16,2;29;1,1;0;2,5;11,5;3307;6713;;
2018-02-06 18:00:00;26,02;16,7;253;1,44;0;2,2;9,4;8066;6776;;
2018-02-06 17:00:00;27,07;15,7;421;1,78;0;1,4;7,6;8454;6773;;
2018-02-06 16:00:00;28,78;12,1;718;2,53;0;2,2;10,1;9883;6796;;
2018-02-06 15:00:00;28,21;13,2;938;2,29;0;1,8;9,4;9149;6813;;
2018-02-06 14:00:00;27,74;13,8;1103;2,13;0;4;14,4;10051;6796;;
2018-02-06 13:00:00;26,14;15,4;803;1,62;0;2,2;9;10022;6793;;
2018-02-06 12:00:00;25,18;16,7;794;1,28;0;2,2;14,8;10142;6793;;
2018-02-06 11:00:00;23,78;16,6;772;1,04;0;2,9;13,7;10137;6798;;
2018-02-06 10:00:00;21,54;16,1;689;0,73;0;2,9;10,4;9547;6804;;
2018-02-06 09:00:00;19,54;15,5;393;0,49;0;4,3;14,8;10122;6801;;
2018-02-06 08:00:00;17,91;15,2;163;0,31;0;2,9;9;8656;6784;;
2018-02-06 07:00:00;16,68;14,8;33;0,19;0;1,4;7,6;6849;6588;;
2018-02-06 06:00:00;16,35;14,7;0;0,17;0;3,2;7,6;699;6448;;
2018-02-06 05:00:00;16,48;14,7;0;0,18;0;3,2;8,6;0;6448;;
2018-02-06 04:00:00;16,81;14,8;0;0,21;0;4,3;10,4;0;6454;;
2018-02-06 03:00:00;17,05;14,8;0;0,24;0;4,7;15,5;0;6465;;
2018-02-06 02:00:00;16,72;14,9;0;0,2;0;2,5;7,9;0;6468;;
2018-02-06 01:00:00;16,91;14,8;0;0,22;0;1,4;7,2;0;6477;;
2018-02-06 00:00:00;17,96;15,1;0;0,32;0;5,4;11,9;0;6488;;4,4
2018-02-05 23:00:00;18,72;15,4;0;0,39;0;4,7;12,6;0;6494;;
2018-02-05 22:00:00;19,74;16;0;0,46;0;1,8;9;0;6494;;
2018-02-05 21:00:00;19,75;15,7;0;0,5;0;2,2;8,6;0;6494;;
2018-02-05 20:00:00;20,43;14,9;1;0,68;0;1,4;5,8;0;6505;;
2018-02-05 19:00:00;22,67;14,8;36;1,06;0;2,2;8,6;3642;6707;;
2018-02-05 18:00:00;24,74;15,2;273;1,38;0;1,8;8,6;8191;6776;;
2018-02-05 17:00:00;25,94;15,4;470;1,58;0;1,4;7,6;9849;6796;;
2018-02-05 16:00:00;24,5;15,3;187;1,32;0;0,7;5,8;9202;6793;;
2018-02-05 15:00:00;26,85;14,1;880;1,91;0;1,4;9;9811;6787;;
2018-02-05 14:00:00;26,29;14,3;760;1,77;0;1,1;7,2;9274;6801;;
2018-02-05 13:00:00;24,77;14,8;747;1,42;0;1,8;12,6;10166;6787;;
2018-02-05 12:00:00;23,44;15,3;617;1,12;0;2,5;10,4;10017;6790;;
2018-02-05 11:00:00;22,58;15,3;808;0,98;0;4;11,9;10060;6801;;
2018-02-05 10:00:00;20,61;14,8;501;0,73;0;3,6;11,5;10017;6798;;
2018-02-05 09:00:00;19,42;14,6;487;0,57;0;4,3;13,3;9979;6798;;
2018-02-05 08:00:00;17,49;14,2;184;0,36;0;3,6;12,2;8311;6781;;
2018-02-05 07:00:00;15,3;13,5;37;0,18;0;3,6;11,5;6925;6633;;
2018-02-05 06:00:00;14,8;13,2;0;0,15;0;2,9;10,8;920;6457;;
2018-02-05 05:00:00;15,27;13,3;0;0,19;0;3,6;9;0;6462;;
2018-02-05 04:00:00;15,45;13,4;0;0,2;0;4;11,2;0;6474;;
2018-02-05 03:00:00;15,5;13,6;0;0,18;0;5,4;13,3;0;6471;;
2018-02-05 02:00:00;15,65;13,8;0;0,18;0;5,8;14;0;6482;;
2018-02-05 01:00:00;15,94;13,9;0;0,21;0;6,5;13,3;0;6482;;
2018-02-05 00:00:00;16,45;13,8;0;0,27;0;7,2;17,6;0;6491;;5,3
2018-02-04 23:00:00;17,12;13,3;0;0,41;0;7,2;18,7;0;6496;;
2018-02-04 22:00:00;17,95;13,5;0;0,49;0;5,4;16,2;0;6499;;
2018-02-04 21:00:00;18,91;15,3;0;0,43;0;2,9;9;0;6502;;
2018-02-04 20:00:00;19,72;16,1;0;0,45;0;3,2;12,2;0;6505;;
2018-02-04 19:00:00;21,93;16,5;23;0,74;0;4,3;18,4;3062;6707;;
2018-02-04 18:00:00;24;16,2;312;1,12;0;4;15,1;7841;6767;;
2018-02-04 17:00:00;25,39;15,7;597;1,44;0;3,2;18;9648;6796;;
2018-02-04 16:00:00;25,96;16,1;773;1,5;0;3,2;14,4;10003;6793;;
2018-02-04 15:00:00;26,01;16,2;1017;1,5;0;3,6;13;10003;6781;;
2018-02-04 14:00:00;25,44;16;808;1,42;0;2,2;9,7;10070;6796;;
2018-02-04 13:00:00;25,35;15,2;1111;1,49;0;1,4;8,3;9959;6793;;
2018-02-04 12:00:00;24,6;14,7;947;1,4;0;1,8;11,2;10127;6796;;
2018-02-04 11:00:00;22,67;14,3;963;1,1;0;2,9;11,2;10113;6796;;
2018-02-04 10:00:00;20,92;14;748;0,86;0;3,2;15,5;10118;6804;;
2018-02-04 09:00:00;19,39;13,6;502;0,67;0;4;18,4;9888;6804;;
2018-02-04 08:00:00;17,29;12,8;139;0,48;0;4,7;13;7462;6778;;
2018-02-04 07:00:00;15,03;12,2;9;0,27;0;3,6;8,3;6777;6548;;
2018-02-04 06:00:00;14,49;12,1;0;0,22;0;4,7;10,4;1064;6445;;
2018-02-04 05:00:00;14,69;12,3;0;0,22;0;4,7;11,9;0;6445;;
2018-02-04 04:00:00;14,76;12,3;0;0,23;0;5;13;0;6451;;
2018-02-04 03:00:00;15,05;12,8;0;0,21;0;4,7;12,2;0;6462;;
2018-02-04 02:00:00;15,46;13,5;0;0,19;0;7,2;14,4;0;6471;;
2018-02-04 01:00:00;15,82;14,1;0;0,17;0;7,2;14,8;0;6474;;
2018-02-04 00:00:00;16,29;14,6;0;0,17;0;5,4;12,6;0;6482;;4,9
2018-02-03 23:00:00;16,67;15,2;0;0,14;0;2,2;7,9;0;6488;;
2018-02-03 22:00:00;17,06;15,6;0;0,15;0;4;11,5;0;6499;;
2018-02-03 21:00:00;17,83;16,2;0;0,17;0;4;15,5;0;6496;;
2018-02-03 20:00:00;19,06;16,9;0;0,26;0;3,2;13,7;0;6505;;
2018-02-03 19:00:00;21,01;16,7;34;0,57;0;2,9;10,4;3599;6553;;
2018-02-03 18:00:00;23,06;16,1;308;0,97;0;2,9;12,2;8517;6781;;
2018-02-03 17:00:00;23,5;15,6;409;1,11;0;2,2;9,7;9993;6798;;
2018-02-03 16:00:00;24,15;15,5;539;1,23;0;2,5;13;9528;6796;;
2018-02-03 15:00:00;24,76;15,3;792;1,37;0;2,9;13;10166;6793;;
2018-02-03 14:00:00;24,69;14,9;1043;1,39;0;4;15,1;10146;6793;;
2018-02-03 13:00:00;24,4;14,3;1193;1,4;0;3,2;15,5;9499;6796;;
2018-02-03 12:00:00;23,65;15,5;1049;1,15;0;2,5;13;10055;6796;;
2018-02-03 11:00:00;22,53;16,3;939;0,86;0;1,8;9;10156;6801;;
2018-02-03 10:00:00;20,76;16,3;525;0,58;0;1,4;9,7;9370;6798;;
2018-02-03 09:00:00;20,39;16,6;442;0,49;0;1,1;6,5;10041;6804;;
2018-02-03 08:00:00;19,38;15,7;132;0,45;0;0;3,6;7064;6741;;
2018-02-03 07:00:00;16,75;15,4;16;0,14;0;0;1,1;6810;6556;;
2018-02-03 06:00:00;15,76;15;0;0,06;0;1,4;7,9;1150;6448;;
2018-02-03 05:00:00;16,2;14,7;0;0,15;0;2,5;6,5;0;6459;;
2018-02-03 04:00:00;16,67;14;0;0,28;0;1,4;3,6;0;6457;;
2018-02-03 03:00:00;17,21;14,1;0;0,34;0;0;2,2;0;6465;;
2018-02-03 02:00:00;18,31;14;0;0,48;0;0,7;5,4;0;6474;;
2018-02-03 01:00:00;18,79;14,3;0;0,51;0;0;4,3;0;6479;;
2018-02-03 00:00:00;18,42;15,2;0;0,38;0;0,4;2,9;0;6485;;5,4
2018-02-02 23:00:00;18,12;15,1;0;0,34;0;1,4;5;0;6488;;
2018-02-02 22:00:00;18,18;14,7;0;0,4;0;1,4;3,6;0;6491;;
2018-02-02 21:00:00;18,68;14,4;0;0,49;0;0,7;2,2;0;6494;;
2018-02-02 20:00:00;19,67;14,5;0;0,62;0;0,4;4,3;0;6508;;
2018-02-02 19:00:00;22,42;14,6;28;1,03;0;2,2;10,1;3676;6716;;
2018-02-02 18:00:00;24,49;13,8;324;1,48;0;2,9;11,5;7922;6770;;
2018-02-02 17:00:00;25,22;13,5;569;1,64;0;4,3;16,6;9907;6793;;
2018-02-02 16:00:00;26,53;11,5;808;2,09;0;3,2;14;10022;6798;;
2018-02-02 15:00:00;27,47;13,2;995;2,12;0;2,5;14,4;9969;6796;;
2018-02-02 14:00:00;27,73;11,4;1112;2,35;0;2,2;11,2;9969;6796;;
2018-02-02 13:00:00;27,45;12,1;1158;2,23;0;1,4;9,4;9792;6796;;
2018-02-02 12:00:00;25,99;16,4;1038;1,47;0;1,4;9,4;9964;6793;;
2018-02-02 11:00:00;23,1;17,7;716;0,77;0;0,4;7,9;10031;6796;;
2018-02-02 10:00:00;20,81;17,7;743;0,41;0;0,7;4;10084;6798;;
2018-02-02 09:00:00;19,3;17,1;454;0,26;0;1,1;7,2;10075;6804;;
2018-02-02 08:00:00;18,04;16,4;102;0,19;0,2;0;3,6;7079;6753;;
2018-02-02 07:00:00;16,86;15,5;19;0,14;0;0;0,4;6849;6579;;
2018-02-02 06:00:00;16,49;15,2;0;0,13;0;0;3,2;1025;6451;;
2018-02-02 05:00:00;16,98;15,3;0;0,18;0;0;1,4;0;6457;;
2018-02-02 04:00:00;16,94;15,3;0;0,18;0;0;2,2;0;6462;;
2018-02-02 03:00:00;17,17;15,5;0;0,17;0;0;1,8;0;6465;;
2018-02-02 02:00:00;17,63;16,3;0;0,15;0;0;3,6;0;6468;;
2018-02-02 01:00:00;18,09;17,3;0;0,08;0;0,7;2,9;0;6474;;
2018-02-02 00:00:00;18,91;17,5;0;0,16;0;0,4;2,9;0;6488;;5,2
2018-02-01 23:00:00;19,74;18,3;0;0,17;0;0,4;8,6;0;6491;;
2018-02-01 22:00:00;19,87;18,4;0;0,17;0;1,4;6,8;0;6491;;
2018-02-01 21:00:00;20,03;18,4;0;0,2;0;2,5;9;0;6496;;
2018-02-01 20:00:00;20,87;18;0;0,38;0;2,5;8,3;0;6502;;
2018-02-01 19:00:00;22,84;17;53;0,82;0;2,5;10,1;3355;6710;;
2018-02-01 18:00:00;24,57;17,6;217;1,05;0;2,5;9,4;9197;6790;;
2018-02-01 17:00:00;27,02;18;581;1,48;0;1,8;10,1;9710;6810;;
2018-02-01 16:00:00;26,01;17;339;1,4;0;1,4;11,5;9303;6796;;
2018-02-01 15:00:00;28,56;13,8;953;2,31;0;0,7;6,5;9710;6787;;
2018-02-01 14:00:00;27,42;14,7;874;1,96;0;1,4;11,5;10132;6793;;
2018-02-01 13:00:00;27,26;16,3;1242;1,74;0;1,8;7,2;9912;6790;;
2018-02-01 12:00:00;25,12;16,2;895;1,33;0;1,1;8,6;9936;6796;;
2018-02-01 11:00:00;23,19;16,8;957;0,91;0;2,2;10,8;10079;6801;;
2018-02-01 10:00:00;21,03;16,1;654;0,64;0;3,2;11,2;10118;6801;;
2018-02-01 09:00:00;19,78;15,2;445;0,56;0;3,2;11,9;10065;6801;;
2018-02-01 08:00:00;17,79;13,9;175;0,43;0;2,5;10,1;8478;6784;;
2018-02-01 07:00:00;16,41;13,3;39;0,32;0;2,2;13;6887;6610;;
2018-02-01 06:00:00;15,94;13,1;0;0,28;0;3,6;9,7;925;6442;;
2018-02-01 05:00:00;15,86;13,3;0;0,26;0;1,4;7,2;0;6457;;
2018-02-01 04:00:00;16,63;13,8;0;0,3;0;4,7;13,3;0;6448;;
2018-02-01 03:00:00;16,73;13,9;0;0,29;0;2,9;11,5;0;6468;;
2018-02-01 02:00:00;16,64;13,8;0;0,3;0;2,5;9,4;0;6477;;
2018-02-01 01:00:00;16,7;13,7;0;0,31;0;4,7;14;0;6474;;
2018-02-01 00:00:00;17,1;14,1;0;0,33;0;6,5;16,9;0;6485;;4,6
2018-01-31 23:00:00;17,87;14,2;0;0,41;0;7,6;20,9;0;6494;;
2018-01-31 22:00:00;19,02;15,8;0;0,38;0;5,4;18;0;6488;;
2018-01-31 21:00:00;19,55;17,8;0;0,22;0;2,5;13,3;0;6494;;
2018-01-31 20:00:00;20,22;18,2;0;0,25;0;2,9;12,2;0;6499;;
2018-01-31 19:00:00;21,95;18,7;36;0,46;0;4,7;15,1;3824;6716;;
2018-01-31 18:00:00;22,9;19;198;0,58;0;5,4;16,9;8210;6778;;
2018-01-31 17:00:00;24,07;19,1;319;0,77;0;5,4;17,3;9365;6796;;
2018-01-31 16:00:00;26,28;19,4;870;1,14;0;5,4;14,8;9600;6804;;
2018-01-31 15:00:00;25,53;19,3;651;1,01;0;2,5;12,2;10175;6798;;
2018-01-31 14:00:00;25,99;19,1;794;1,13;0;2,5;10,4;9734;6807;;
2018-01-31 13:00:00;25,15;18,5;641;1,05;0;1,8;15,8;10084;6798;;
2018-01-31 12:00:00;25,8;17,4;850;1,32;0;2,2;11,2;9538;6810;;
2018-01-31 11:00:00;24,41;16,9;902;1,12;0;2,2;10,1;10017;6793;;
2018-01-31 10:00:00;22,26;15,8;642;0,87;0;3,6;12,6;10118;6801;;
2018-01-31 09:00:00;20,64;14,7;502;0,74;0;2,5;10,8;10060;6798;;
2018-01-31 08:00:00;18,97;14,1;95;0,57;0;1,8;10,4;7055;6736;;
2018-01-31 07:00:00;16,75;13,6;19;0,33;0;1,1;5;6753;6536;;
2018-01-31 06:00:00;15,55;13,5;0;0,2;0;1,4;5,4;1471;6457;;
2018-01-31 05:00:00;16,13;13,8;0;0,24;0;2,2;7,6;0;6454;;
2018-01-31 04:00:00;16,51;14;0;0,26;0;3,2;11,9;0;6454;;
2018-01-31 03:00:00;16,58;14,4;0;0,22;0;2,9;13,7;0;6465;;
2018-01-31 02:00:00;17,1;14,7;0;0,26;0;6,1;14;0;6468;;
2018-01-31 01:00:00;17,64;14,9;0;0,3;0;7,9;21,2;0;6474;;
2018-01-31 00:00:00;17,96;15,4;0;0,28;0;7,6;17,6;0;6488;;5,1
2018-01-30 23:00:00;18,4;15,6;0;0,32;0;6,1;17,3;0;6491;;
2018-01-30 22:00:00;19,09;16,4;0;0,32;0;3,2;16,9;0;6496;;
2018-01-30 21:00:00;19,69;17,8;0;0,24;0;1,4;8,3;0;6499;;
2018-01-30 20:00:00;20,55;18;0;0,33;0;2,9;8,6;0;6502;;
2018-01-30 19:00:00;22,38;18,6;26;0,54;0;4,3;16,9;3709;6722;;
2018-01-30 18:00:00;24,55;18,6;333;0,93;0;4,3;12,2;7697;6773;;
2018-01-30 17:00:00;25,88;17,9;633;1,26;0;4,3;19,4;9835;6801;;
2018-01-30 16:00:00;26,31;18,1;829;1,33;0;3,2;19,4;10022;6796;;
2018-01-30 15:00:00;26,69;17,5;874;1,48;0;3,2;13,7;9298;6815;;
2018-01-30 14:00:00;26,34;17,4;1062;1,42;0;3,2;16,2;10060;6798;;
2018-01-30 13:00:00;25,36;16,3;668;1,36;0;3,2;13,3;9662;6801;;
2018-01-30 12:00:00;24,68;16,5;969;1,21;0;3,6;15,1;10214;6796;;
2018-01-30 11:00:00;23,29;16,3;841;0,99;0;2,9;10,1;10161;6796;;
2018-01-30 10:00:00;21,71;15,9;735;0,77;0,2;3,2;11,9;10146;6804;;
2018-01-30 09:00:00;20,11;15,7;500;0,55;0;3,6;14,4;10031;6804;;
2018-01-30 08:00:00;18,03;14,8;71;0,36;0;2,9;11,5;7079;6753;;
2018-01-30 07:00:00;15,14;13,3;21;0,17;0;1,4;7,9;6806;6559;;
2018-01-30 06:00:00;13,87;12,5;0;0,11;0;1,4;5,8;1658;6462;;
2018-01-30 05:00:00;14,26;12,6;0;0,15;0;2,9;8,3;0;6459;;
2018-01-30 04:00:00;14,3;12,9;0;0,13;0;3,2;9;0;6465;;
2018-01-30 03:00:00;13,94;13,2;0;0,06;0;1,1;5,4;0;6474;;
2018-01-30 02:00:00;14,15;13,3;0;0,07;0;1,1;4,7;0;6479;;
2018-01-30 01:00:00;14,35;13,4;0;0,08;0;0,4;2,9;0;6482;;
2018-01-30 00:00:00;14,42;13,2;0;0,1;0;0;4,3;0;6491;;4,9
2018-01-29 23:00:00;14,96;13;0;0,18;0;0,7;4,3;0;6496;;
2018-01-29 22:00:00;15,55;12,9;0;0,26;0;0,4;4;0;6491;;
2018-01-29 21:00:00;16,1;13,1;0;0,3;0;0,4;5,4;0;6502;;
2018-01-29 20:00:00;16,62;12,7;0;0,4;0;0,4;2,9;0;6505;;
2018-01-29 19:00:00;19,44;11,7;26;0,86;0;3,6;16,9;4050;6730;;
2018-01-29 18:00:00;21,53;12,2;349;1,13;0;4,7;17,6;7999;6773;;
2018-01-29 17:00:00;22,8;13,2;645;1,24;0;5;16,6;9959;6798;;
2018-01-29 16:00:00;23,97;12,9;901;1,47;0;4,7;14,8;10098;6801;;
2018-01-29 15:00:00;24,2;14,7;915;1,34;0;4,7;17,3;10118;6801;;
2018-01-29 14:00:00;24,43;15,1;909;1,33;0;3,6;14,8;9049;6810;;
2018-01-29 13:00:00;24,33;16,1;1147;1,19;0;3,6;17,6;10084;6798;;
2018-01-29 12:00:00;23,52;17;821;0,95;0;2,9;13;9375;6801;;
2018-01-29 11:00:00;22,93;17,6;888;0,76;0;1,8;9;10151;6804;;
2018-01-29 10:00:00;21,02;17,7;421;0,45;0;0,7;7,9;9677;6813;;
2018-01-29 09:00:00;20,08;17,7;316;0,3;0;0,7;4,7;7060;6744;;
2018-01-29 08:00:00;19,06;17,5;119;0,18;0;1,1;7,2;7074;6753;;
2018-01-29 07:00:00;17,14;16,7;25;0,03;0;0;2,5;6882;6585;;
2018-01-29 06:00:00;17,01;16,6;0;0,03;0;0;2,2;915;6454;;
2018-01-29 05:00:00;17,43;17;0;0,04;0;0;2,2;0;6454;;
2018-01-29 04:00:00;17,64;17,3;0;0,02;0;0,4;4,3;0;6465;;
2018-01-29 03:00:00;17,76;17,4;0;0,02;0,2;0;2,2;0;6471;;
2018-01-29 02:00:00;18,28;17,9;0;0,03;0;0,4;3,6;0;6471;;
2018-01-29 01:00:00;18,79;18,4;0;0,04;0;0,4;8,6;0;6482;;
2018-01-29 00:00:00;19,16;18,7;0;0,04;0;0;3,2;0;6491;;2,8
2018-01-28 23:00:00;19,06;18,6;0;0,05;0;0;2,2;0;6496;;
2018-01-28 22:00:00;19,02;18,5;0;0,05;0;0;3,2;0;6494;;
2018-01-28 21:00:00;19,65;19;0;0,06;2;1,1;13,3;0;6496;;
2018-01-28 20:00:00;20,42;19,9;0;0,05;0;0;2,9;0;6505;;
2018-01-28 19:00:00;20,91;20,3;46;0,07;0;0,4;4,3;4999;6733;;
2018-01-28 18:00:00;21,26;20,8;36;0,05;4;1,1;9;8450;6793;;
2018-01-28 17:00:00;22,37;21,1;101;0,18;0,6;1,1;4,7;6254;6747;;
2018-01-28 16:00:00;23,29;21;265;0,34;0,6;0,7;5,8;9643;6813;;
2018-01-28 15:00:00;23,83;20,2;300;0,56;0;3,2;10,1;8795;6787;;
2018-01-28 14:00:00;23,71;20,1;629;0,56;0;2,9;9,4;9835;6804;;
2018-01-28 13:00:00;21,87;18,7;330;0,44;0,2;4,3;14;10060;6798;;
2018-01-28 12:00:00;22,86;18,5;614;0,63;0;6,8;17,6;10084;6798;;
2018-01-28 11:00:00;22,05;18,2;651;0,54;0;5,8;15,5;10151;6801;;
2018-01-28 10:00:00;20,57;17,5;390;0,4;0;7,2;22,7;10079;6810;;
2018-01-28 09:00:00;19,29;17,2;286;0,26;0;7,6;17,3;7692;6781;;
2018-01-28 08:00:00;18;16,8;90;0,12;0;6,5;34,6;6969;6670;;
2018-01-28 07:00:00;17,51;16,8;12;0,07;0,6;6,8;22,3;6662;6511;;
2018-01-28 06:00:00;17,45;16,8;0;0,06;1,8;6,1;16,9;0;6451;;
2018-01-28 05:00:00;17,59;16,9;0;0,06;1;4,7;14,8;0;6448;;
2018-01-28 04:00:00;18;17;0;0,1;1;6,8;16,6;0;6459;;
2018-01-28 03:00:00;18,39;17;0;0,15;0;7,2;18,4;0;6459;;
2018-01-28 02:00:00;18,52;17,1;0;0,16;0;6,1;21,6;0;6465;;
2018-01-28 01:00:00;18,8;17,3;0;0,18;0,6;4,3;18,7;0;6471;;
2018-01-28 00:00:00;19,43;17,6;0;0,23;0,4;3,2;10,4;0;6479;;5,2
2018-01-27 23:00:00;20,71;17,3;0;0,45;0,2;1,8;9,4;0;6488;;
2018-01-27 22:00:00;21,31;17,7;0;0,48;0;1,1;11,5;0;6488;;
2018-01-27 21:00:00;21,69;18,3;0;0,48;0;1,4;9;0;6496;;
2018-01-27 20:00:00;22,22;18,4;0;0,54;0;0,4;4,3;0;6494;;
2018-01-27 19:00:00;23,24;18,6;13;0,69;0;0;2,9;0;6505;;
2018-01-27 18:00:00;24,55;18,6;108;0,91;0;1,4;8,3;6916;6750;;
2018-01-27 17:00:00;25,96;18,8;349;1,16;0;3,6;13,3;9610;6813;;
2018-01-27 16:00:00;26,5;18,9;505;1,25;0;4;10,4;9859;6796;;
2018-01-27 15:00:00;27,39;18,8;998;1,45;0;2,9;11,5;10055;6793;;
2018-01-27 14:00:00;26,11;18,5;1051;1,24;0;3,6;15,8;10103;6790;;
2018-01-27 13:00:00;25,1;18,1;1043;1,09;0;4;12,6;9207;6793;;
2018-01-27 12:00:00;23,47;17;1021;0,93;0;6,1;16,6;10103;6796;;
