LAT;-29,18597;;;;;;;;;
LONG;-51,58266;;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];;Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;max;last;Daily ET0 [mm]
2020-03-08 02:00:00;19,52;15,7;0;79,21;0;0;0,1;0,2;6532;
2020-03-08 01:00:00;19,75;15,5;0;77,52;0;0;0,1;0,5;6542;
2020-03-08 00:00:00;19,67;15,6;0;78,13;0;0;0;0;6542;3,9
2020-03-07 23:00:00;20,71;15,9;0;74,54;0;0;0;0;6522;
2020-03-07 22:00:00;21,13;15,7;0;72,44;0;0;0;0,2;6542;
2020-03-07 21:00:00;21,22;15,2;0;69,63;0;0;0;0,1;6572;
2020-03-07 20:00:00;23,1;15,4;0;62,72;0;0;0;0,2;6610;
2020-03-07 19:00:00;25,55;15,2;31;53,63;0;0;0,1;0,5;6708;
2020-03-07 18:00:00;27,02;13,9;88;45,36;0;0;0;0,3;6844;
2020-03-07 17:00:00;28,5;13;156;39,32;0;0;0;0,1;6884;
2020-03-07 16:00:00;30,39;12,4;716;34;0;0;0,3;0,7;6894;
2020-03-07 15:00:00;28,86;14,7;732;43,04;0;0;0,5;1;6894;
2020-03-07 14:00:00;27,81;15,3;673;47,39;0;0;0,6;1,1;6894;
2020-03-07 13:00:00;27,67;15,3;1072;47,54;0;0;0,8;1,2;6894;
2020-03-07 12:00:00;24,91;15;842;55,09;0;0;1,1;1,4;6904;
2020-03-07 11:00:00;23,15;14,8;618;60,41;0;0;1,1;1,6;6904;
2020-03-07 10:00:00;20,84;14,4;408;67,64;0;0;1;1,7;6904;
2020-03-07 09:00:00;20,54;14,6;416;69,55;0;0;0,8;1,2;6904;
2020-03-07 08:00:00;17,88;14,5;171;81,48;0;0;0,4;1,1;6894;
2020-03-07 07:00:00;16,09;14,3;12;90,46;0;0;0,1;0,4;6572;
2020-03-07 06:00:00;15,92;14,3;0;91,1;0;0;0;0,3;6522;
2020-03-07 05:00:00;16,12;14,4;0;90,46;0;0;0;0,3;6512;
2020-03-07 04:00:00;16,4;14,4;0;89,23;0;0;0,1;0,4;6522;
2020-03-07 03:00:00;16,12;14,4;0;90,34;0;0;0;0;6532;
2020-03-07 02:00:00;16,43;14,5;0;89,23;0;0;0;0,3;6542;
2020-03-07 01:00:00;16,71;14,7;0;88,74;0;0;0;0,2;6532;
2020-03-07 00:00:00;17,83;15;0;84,52;0;0;0,1;0,5;6532;4,5
2020-03-06 23:00:00;18,52;15,1;0;81,03;0;0;0,3;0,7;6532;
2020-03-06 22:00:00;18,69;14,8;0;78,74;0;0;0,3;0,6;6552;
2020-03-06 21:00:00;19,41;14,6;0;74,36;0;0;0,2;0,5;6572;
2020-03-06 20:00:00;21;14,6;0;67,65;0;0;0,3;0,8;6640;
2020-03-06 19:00:00;23,49;13,8;23;55,39;0;0;0,1;0,4;6728;
2020-03-06 18:00:00;26,34;13,3;126;45,22;0;0;0,1;0,4;6826;
2020-03-06 17:00:00;28,56;12,4;386;37,82;0;0;0,2;0,7;6864;
2020-03-06 16:00:00;30,26;9,6;767;28,38;0;0;0,4;0,7;6894;
2020-03-06 15:00:00;29,47;10,5;937;31,47;0;0;0,4;0,8;6894;
2020-03-06 14:00:00;28,95;10,8;1051;33,31;0;0;0,4;0,9;6894;
2020-03-06 13:00:00;27,6;11,8;1091;38,3;0;0;0,6;1,1;6894;
2020-03-06 12:00:00;26,21;12,1;1037;42,07;0;0;0,7;1;6894;
2020-03-06 11:00:00;24,25;12,6;896;49,02;0;0;0,6;1;6904;
2020-03-06 10:00:00;21,92;13,1;695;58,04;0;0;0,7;1,1;6904;
2020-03-06 09:00:00;20,03;12,8;448;64,39;0;0;0,3;0,5;6904;
2020-03-06 08:00:00;16,43;13,1;147;81,81;0;0;0;0,2;6894;
2020-03-06 07:00:00;13,87;12,6;7;93,11;0;0;0;0,2;6572;
2020-03-06 06:00:00;13,8;12,4;0;92,28;0;0;0;0;6522;
2020-03-06 05:00:00;14,47;12,4;0;88,69;0;0;0;0,1;6522;
2020-03-06 04:00:00;14,16;12,7;0;92,03;0;0;0;0,1;6512;
2020-03-06 03:00:00;14,03;12,6;0;92,25;0;0;0;0;6542;
2020-03-06 02:00:00;14,89;12,7;0;87,95;0;0;0;0,5;6542;
2020-03-06 01:00:00;15,63;13,1;0;85,76;0;0;0,1;0,8;6542;
2020-03-06 00:00:00;16,42;13,5;0;84,06;0;0;0,1;0,3;6522;4,3
2020-03-05 23:00:00;17,11;14,3;0;84,08;0;0;0,1;0,4;6512;
2020-03-05 22:00:00;17,49;14,3;0;82,3;0;0;0,1;0,4;6552;
2020-03-05 21:00:00;18,45;14,2;0;77,01;0;0;0,1;0,3;6590;
2020-03-05 20:00:00;19,85;13,5;0;67,83;0;0;0,1;0,4;6640;
2020-03-05 19:00:00;22,57;13;23;55,65;0;0;0,1;0,5;6738;
2020-03-05 18:00:00;25,52;13,3;132;47,73;0;0;0,3;0,7;6834;
2020-03-05 17:00:00;26,36;13,5;515;45,76;0;0;0,7;1,4;6894;
2020-03-05 16:00:00;27,51;13,5;716;42,81;0;0;0,4;0,8;6894;
2020-03-05 15:00:00;27,27;13;866;42,07;0;0;0,5;1,2;6894;
2020-03-05 14:00:00;26,38;13;836;44,28;0;0;0,6;1;6894;
2020-03-05 13:00:00;26,69;12,6;1116;42,59;0;0;0,5;1,1;6894;
2020-03-05 12:00:00;24,98;12,7;1003;47,15;0;0;0,4;1;6894;
2020-03-05 11:00:00;24,24;13,1;956;50,6;0;0;0,4;0,6;6894;
2020-03-05 10:00:00;21,69;13,5;734;60,55;0;0;0,6;0,9;6904;
2020-03-05 09:00:00;18,64;13,9;431;74,89;0;0;0,3;0,6;6904;
2020-03-05 08:00:00;14,92;14,4;142;97,57;0;0;0,2;0,8;6904;
2020-03-05 07:00:00;12,51;12,4;7;100;0;0;0;0;6582;
2020-03-05 06:00:00;12,39;12,3;0;100;0;0;0;0;6522;
2020-03-05 05:00:00;12,71;12,6;0;100;0;0;0;0;6512;
2020-03-05 04:00:00;12,95;12,8;0;99,85;0,2;0;0;0;6532;
2020-03-05 03:00:00;13,03;12,7;0;98,78;0;0;0;0;6542;
2020-03-05 02:00:00;13,62;13;0;97,72;0;0;0;0;6542;
2020-03-05 01:00:00;13,85;13,2;0;96,59;0;0;0;0;6542;
2020-03-05 00:00:00;14,3;13,6;0;96,55;0;0;0;0;6522;3,8
2020-03-04 23:00:00;15,06;13,9;0;93,86;0;0;0;0;6542;
2020-03-04 22:00:00;16,85;14,2;0;85,23;0;0;0,1;0,6;6552;
2020-03-04 21:00:00;18,03;14,3;0;79,44;0;0;0,2;0,6;6610;
2020-03-04 20:00:00;18,97;13,1;0;69,93;0;0;0,1;0,5;6678;
2020-03-04 19:00:00;21,47;12;56;55,8;0;0;0,3;0,6;6796;
2020-03-04 18:00:00;23,63;13,1;223;52,48;0;0;0,5;0,8;6894;
2020-03-04 17:00:00;25,34;13,8;370;49,54;0;0;0,5;0,8;6894;
2020-03-04 16:00:00;27,27;12,4;636;40,53;0;0;0,4;0,8;6894;
2020-03-04 15:00:00;27,19;12,2;789;40,06;0;0;0,3;0,7;6894;
2020-03-04 14:00:00;26,95;13,8;1082;45,41;0;0;0,6;0,8;6894;
2020-03-04 13:00:00;25,51;14,8;766;52,52;0;0;0,5;1;6894;
2020-03-04 12:00:00;23,4;15,5;398;62,1;0;0;0,3;0,8;6904;
2020-03-04 11:00:00;23,71;15,6;640;61,28;0;0;0,3;1;6894;
2020-03-04 10:00:00;22,83;15,2;680;63,01;0;0;0,2;0,6;6904;
2020-03-04 09:00:00;20,8;14,4;426;68,07;0;0;0,1;0,5;6904;
2020-03-04 08:00:00;18,25;14,6;118;80,14;0;0;0;0;6884;
2020-03-04 07:00:00;15,98;14,1;18;90,01;0;0;0;0,1;6630;
2020-03-04 06:00:00;15,74;14,1;0;90,98;0;0;0;0;6532;
2020-03-04 05:00:00;16,22;14,2;0;88,98;0;0;0;0;6532;
2020-03-04 04:00:00;16,38;14,1;0;87,19;0;0;0;0;6522;
2020-03-04 03:00:00;16,84;13,9;0;83,84;0;0;0;0;6532;
2020-03-04 02:00:00;17,03;13,8;0;82,13;0;0;0;0;6552;
2020-03-04 01:00:00;17,99;13,8;0;77,59;0;0;0;0,1;6532;
2020-03-04 00:00:00;18,3;14,4;0;79,02;0;0;0;0;6522;3,9
2020-03-03 23:00:00;18,06;15;0;83,23;0;0;0;0;6522;
2020-03-03 22:00:00;18,78;14,9;0;78,88;0;0;0;0,1;6542;
2020-03-03 21:00:00;19,3;14,3;0;73,76;0;0;0;0,1;6590;
2020-03-03 20:00:00;20,02;13,4;0;66,81;0;0;0;0,1;6660;
2020-03-03 19:00:00;23,54;13;35;52,64;0;0;0,1;0,2;6738;
2020-03-03 18:00:00;26,29;13;196;44,56;0;0;0,2;0,5;6854;
2020-03-03 17:00:00;27,26;13,3;447;42,85;0;0;0,2;0,6;6884;
2020-03-03 16:00:00;27,29;13,5;525;43,43;0;0;0,3;0,9;6884;
2020-03-03 15:00:00;27,98;14,1;856;43,56;0;0;0,3;0,8;6894;
2020-03-03 14:00:00;27,03;14,4;550;46,61;0;0;0,1;0,5;6894;
2020-03-03 13:00:00;26,76;14,4;711;47,63;0;0;0,4;1,3;6904;
2020-03-03 12:00:00;25,97;14,6;957;50,16;0;0;0,5;0,8;6894;
2020-03-03 11:00:00;24,1;14,1;894;54,32;0;0;0,6;0,9;6904;
2020-03-03 10:00:00;22,04;13,8;693;60,08;0;0;0,6;1,2;6904;
2020-03-03 09:00:00;19,33;12,6;450;66,13;0;0;0,5;1;6914;
2020-03-03 08:00:00;16,72;12;159;74,67;0;0;0;0,4;6894;
2020-03-03 07:00:00;14,54;11,4;7;82,43;0;0;0;0,2;6590;
2020-03-03 06:00:00;14,56;11,7;0;83,92;0;0;0;0,2;6532;
2020-03-03 05:00:00;14,61;12,1;0;85,67;0;0;0;0;6542;
2020-03-03 04:00:00;15,07;12,8;0;87,01;0;0;0;0;6542;
2020-03-03 03:00:00;15,45;13,4;0;88,3;0;0;0;0;6532;
2020-03-03 02:00:00;15,99;13,6;0;86,81;0;0;0;0,2;6552;
2020-03-03 01:00:00;16,97;13,6;0;81,54;0;0;0;0,2;6542;
2020-03-03 00:00:00;17,63;13,3;0;76,99;0;0;0;0,2;6522;4
2020-03-02 23:00:00;18,32;13;0;71,8;0;0;0,2;0,8;6532;
2020-03-02 22:00:00;19,11;12,4;0;66,21;0;0;0,3;0,9;6542;
2020-03-02 21:00:00;20,46;13,2;0;63,92;0;0;0,3;0,8;6572;
2020-03-02 20:00:00;21,02;15,4;0;71,3;0;0;0,1;0,3;6650;
2020-03-02 19:00:00;23,57;15;33;59,76;0;0;0,2;0,5;6748;
2020-03-02 18:00:00;25,98;14,4;148;49,58;0;0;0,5;0,9;6844;
2020-03-02 17:00:00;27,04;14,8;406;47,77;0;0;0,5;1,1;6894;
2020-03-02 16:00:00;27,22;13,1;446;42,72;0;0;0,5;1,2;6904;
2020-03-02 15:00:00;28,2;12,8;741;39,54;0;0;0,5;1,4;6884;
2020-03-02 14:00:00;27,92;13,6;961;42,47;0;0;0,7;1,2;6894;
2020-03-02 13:00:00;26,44;14,7;613;49,44;0;0;0,3;0,9;6894;
2020-03-02 12:00:00;26,36;14,6;937;49,28;0;0;0,4;1;6894;
2020-03-02 11:00:00;24,7;14,7;838;54,47;0;0;0,6;1,5;6904;
2020-03-02 10:00:00;22,91;14,3;687;59,33;0;0;0,5;1,2;6904;
2020-03-02 09:00:00;20,53;14;447;66,87;0;0;0,4;0,8;6904;
2020-03-02 08:00:00;16,75;13,5;172;82,18;0;0;0;0,5;6874;
2020-03-02 07:00:00;14,58;12,6;7;89,31;0;0;0;0;6552;
2020-03-02 06:00:00;14,4;12,5;0;89,37;0;0;0;0;6522;
2020-03-02 05:00:00;14,42;12,3;0;87,91;0;0;0;0;6522;
2020-03-02 04:00:00;15,34;12,1;0;82,32;0;0;0;0;6532;
2020-03-02 03:00:00;16,01;12,2;0;78,6;0;0;0;0,1;6522;
2020-03-02 02:00:00;16,37;12,3;0;77,32;0;0;0;0,2;6532;
2020-03-02 01:00:00;17,26;12,2;0;73,19;0;0;0,2;0,5;6542;
2020-03-02 00:00:00;17,54;12,3;0;72,16;0;0;0,1;0,5;6532;4,7
2020-03-01 23:00:00;18,73;12,7;0;68,85;0;0;0,3;0,5;6542;
2020-03-01 22:00:00;19,42;13,3;0;68,46;0;0;0,4;0,9;6542;
2020-03-01 21:00:00;19,65;12,8;0;65,65;0;0;0,1;0,2;6552;
2020-03-01 20:00:00;20,83;11,9;0;57,51;0;0;0,1;0,6;6650;
2020-03-01 19:00:00;23,31;12;34;50,11;0;0;0,2;0,6;6748;
2020-03-01 18:00:00;26,28;11,6;190;40,54;0;0;0,2;0,7;6834;
2020-03-01 17:00:00;27,28;10,6;527;35,95;0;0;0,5;1;6884;
2020-03-01 16:00:00;28,01;12,3;726;38,55;0;0;0,5;1,1;6894;
2020-03-01 15:00:00;28,18;11,1;1065;35,23;0;0;0,6;1,4;6894;
2020-03-01 14:00:00;28,45;9,6;1045;31,54;0;0;0,7;1,3;6884;
2020-03-01 13:00:00;27,82;11,6;1132;37,38;0;0;0,5;1,1;6894;
2020-03-01 12:00:00;25,98;12,2;1039;42,97;0;0;0,3;0,6;6894;
2020-03-01 11:00:00;24,59;12,2;906;46,83;0;0;0,3;0,5;6894;
2020-03-01 10:00:00;21,74;13,2;704;59,16;0;0;0,1;0,3;6904;
2020-03-01 09:00:00;20,44;13;462;63,13;0;0;0;0,3;6904;
2020-03-01 08:00:00;17,12;12,8;175;77,03;0;0;0;0,1;6864;
2020-03-01 07:00:00;15,06;12,2;8;84,33;0;0;0;0,1;6582;
2020-03-01 06:00:00;15,24;12,4;0;83,81;0;0;0;0,1;6512;
2020-03-01 05:00:00;14,81;12,8;0;88,62;0;0;0;0;6512;
2020-03-01 04:00:00;14,8;12,7;0;88,09;0;0;0;0;6532;
2020-03-01 03:00:00;15,5;12,6;0;83,83;0;0;0;0;6542;
2020-03-01 02:00:00;15,51;12,7;0;84,19;0;0;0;0;6542;
2020-03-01 01:00:00;15,94;13,1;0;84,4;0;0;0;0;6542;
2020-03-01 00:00:00;16,63;13,5;0;82,9;0;0;0;0;6522;3,9
2020-02-29 23:00:00;16,12;13,4;0;84,93;0;0;0;0;6522;
2020-02-29 22:00:00;16,9;13,2;0;80,14;0;0;0;0;6532;
2020-02-29 21:00:00;18,12;12,3;0;70,01;0;0;0;0,2;6542;
2020-02-29 20:00:00;19,27;11,3;0;60,88;0;0;0;0;6640;
2020-02-29 19:00:00;23,22;11,3;35;48,1;0;0;0;0,1;6748;
2020-02-29 18:00:00;26,19;11,4;248;40,31;0;0;0,1;0,4;6834;
2020-02-29 17:00:00;27,33;11,9;481;39,3;0;0;0,2;0,8;6894;
2020-02-29 16:00:00;28,13;13,5;709;41,4;0;0;0,2;0,6;6894;
2020-02-29 15:00:00;27,57;14,8;830;46,44;0;0;0,2;0,5;6884;
2020-02-29 14:00:00;26,21;14,1;282;48,18;0;0;0;0,2;6894;
2020-02-29 13:00:00;27,4;13,2;737;42,43;0;0;0;0,2;6884;
2020-02-29 12:00:00;26,6;14,2;835;47,3;0;0;0,1;0,4;6894;
2020-02-29 11:00:00;24,85;14,7;888;54,01;0;0;0,1;0,3;6894;
2020-02-29 10:00:00;22,53;14,2;689;60,32;0;0;0,2;0,4;6904;
2020-02-29 09:00:00;19,96;13,6;450;67,98;0;0;0,2;0,4;6914;
2020-02-29 08:00:00;17,52;13,6;179;78,79;0;0;0;0,1;6884;
2020-02-29 07:00:00;15,13;13,2;10;89,01;0;0;0;0;6572;
2020-02-29 06:00:00;15,73;12,7;0;83,53;0;0;0;0;6522;
2020-02-29 05:00:00;15,93;12,6;0;81,7;0;0;0;0;6522;
2020-02-29 04:00:00;16,26;12,5;0;78,89;0;0;0;0,1;6532;
2020-02-29 03:00:00;16,48;12,4;0;77,58;0;0;0;0;6532;
2020-02-29 02:00:00;16,38;12,3;0;77,57;0;0;0;0,2;6522;
2020-02-29 01:00:00;16,9;12,1;0;74,35;0;0;0;0;6542;
2020-02-29 00:00:00;17,32;12,7;0;75,25;0;0;0;0;6542;4,3
2020-02-28 23:00:00;17,24;12,3;0;73,61;0;0;0;0;6552;
2020-02-28 22:00:00;17,93;12;0;69,12;0;0;0;0;6552;
2020-02-28 21:00:00;19,06;11,1;0;60,78;0;0;0;0,1;6600;
2020-02-28 20:00:00;19,33;10,5;0;57,61;0;0;0;0;6660;
2020-02-28 19:00:00;22,8;10,7;38;47,09;0;0;0;0,1;6748;
2020-02-28 18:00:00;26,4;12;299;41,56;0;0;0;0,7;6864;
2020-02-28 17:00:00;26,6;12,1;321;41,36;0;0;0;0,2;6884;
2020-02-28 16:00:00;28,03;11,5;706;36,82;0;0;0;0,2;6894;
2020-02-28 15:00:00;27,62;10,5;879;35,26;0;0;0,1;0,4;6894;
2020-02-28 14:00:00;27,08;10,8;1084;36,94;0;0;0,2;0,5;6894;
2020-02-28 13:00:00;25,47;11,3;898;42,16;0;0;0,1;0,6;6894;
2020-02-28 12:00:00;24,91;13;1041;48,16;0;0;0,2;0,6;6894;
2020-02-28 11:00:00;23,06;13,8;903;57,08;0;0;0,1;0,3;6904;
2020-02-28 10:00:00;20,7;13,3;700;63,64;0;0;0,2;0,3;6904;
2020-02-28 09:00:00;17,92;12,9;459;73,6;0;0;0,2;0,7;6914;
2020-02-28 08:00:00;15,49;12,9;158;85,88;0;0;0;0,2;6894;
2020-02-28 07:00:00;13,56;12,5;8;94,23;0;0;0;0;6600;
2020-02-28 06:00:00;13,66;12,7;0;94,82;0;0;0;0;6522;
2020-02-28 05:00:00;13,61;12,6;0;94,22;0;0;0;0;6512;
2020-02-28 04:00:00;13,78;12;0;90,32;0;0;0;0;6522;
2020-02-28 03:00:00;14,04;11,8;0;87,36;0;0;0;0;6522;
2020-02-28 02:00:00;14,53;11,4;0;82,54;0;0;0;0;6542;
2020-02-28 01:00:00;15,19;11,2;0;78,04;0;0;0;0;6542;
2020-02-28 00:00:00;15,33;11,4;0;78,18;0;0;0;0;6532;4,1
2020-02-27 23:00:00;14,91;11,6;0;81,59;0;0;0;0;6532;
2020-02-27 22:00:00;15,22;12;0;81,95;0;0;0;0;6512;
2020-02-27 21:00:00;16,15;11,9;0;76,93;0;0;0;0;6532;
2020-02-27 20:00:00;17,19;12,2;0;73,34;0;0;0;0;6582;
2020-02-27 19:00:00;20,79;12,1;40;59,06;0;0;0;0;6766;
2020-02-27 18:00:00;21,51;11,3;119;53,42;0;0;0;0,1;6864;
2020-02-27 17:00:00;24,04;11,6;453;46,46;0;0;0,1;0,7;6894;
2020-02-27 16:00:00;25,35;11,5;854;42,71;0;0;0,2;0,7;6894;
2020-02-27 15:00:00;24,77;11,1;968;42,83;0;0;0,4;0,8;6904;
2020-02-27 14:00:00;24,23;10,3;855;42,39;0;0;0,2;0,9;6894;
2020-02-27 13:00:00;23,99;10,2;967;42,51;0;0;0,2;0,5;6894;
2020-02-27 12:00:00;22,54;12;1016;52,44;0;0;0,2;0,8;6904;
2020-02-27 11:00:00;20,86;12,4;849;59,42;0;0;0,3;0,8;6894;
2020-02-27 10:00:00;18,22;13,4;702;75,57;0;0;0;0,2;6904;
2020-02-27 09:00:00;13,82;13,7;322;100;0;0;0;0;6914;
2020-02-27 08:00:00;12,2;12,1;71;100;0;0;0;0;6864;
2020-02-27 07:00:00;11,65;11,6;9;100;0;0;0;0;6582;
2020-02-27 06:00:00;11,27;11,2;0;100;0;0;0;0;6522;
2020-02-27 05:00:00;11,1;11;0;100;0;0;0;0;6542;
2020-02-27 04:00:00;11,37;11,3;0;100;0;0;0;0;6542;
2020-02-27 03:00:00;11,73;11,5;0;99,45;0,2;0;0;0;6532;
2020-02-27 02:00:00;12,29;11,6;0;96,89;0;0;0;0;6552;
2020-02-27 01:00:00;12,77;12,1;0;97,24;0;0;0;0;6522;
2020-02-27 00:00:00;12,9;12,1;0;95,93;0;0;0;0;6532;2,9
2020-02-26 23:00:00;13,73;12,3;0;91,88;0;0;0;0;6542;
2020-02-26 22:00:00;13,97;12,4;0;90,92;0;0;0;0;6572;
2020-02-26 21:00:00;14,39;12,2;0;87,74;0;0;0;0;6630;
2020-02-26 20:00:00;15,84;11,6;0;76,85;0;0;0;0,1;6678;
2020-02-26 19:00:00;18,84;10,9;34;60,82;0;0;0,2;0,6;6786;
2020-02-26 18:00:00;21,67;11,1;264;51,82;0;0;0,5;1,3;6874;
2020-02-26 17:00:00;23,01;9,4;516;42,79;0;0;0,4;0,8;6894;
2020-02-26 16:00:00;23,69;10,1;688;43,28;0;0;0,5;0,8;6904;
2020-02-26 15:00:00;22,66;12,7;783;54,34;0;0;0,5;1;6904;
2020-02-26 14:00:00;22,43;13,9;683;59,16;0;0;0,1;0,3;6894;
2020-02-26 13:00:00;20,93;14,3;680;66,65;0;45;0;0,2;6904;
2020-02-26 12:00:00;19,18;15,3;361;79,27;0;60;0,3;0,7;6904;
2020-02-26 11:00:00;18,93;15,8;390;83,31;0;60;0,1;0,6;6904;
2020-02-26 10:00:00;17,07;16,8;149;98,9;0;60;0,1;0,4;6894;
2020-02-26 09:00:00;16,77;16,7;61;100;0;60;0,1;0,4;6718;
2020-02-26 08:00:00;17,47;17,4;34;100;2,4;60;0,1;0,5;6620;
2020-02-26 07:00:00;18,01;17,9;0;100;0;60;0;0;6512;
2020-02-26 06:00:00;17,98;17,9;0;100;0,4;60;0;0;6502;
2020-02-26 05:00:00;18,09;18;0;100;0;60;0;0;6502;
2020-02-26 04:00:00;18,3;18,2;0;100;0,4;60;0;0;6502;
2020-02-26 03:00:00;18,25;18,2;0;100;1,4;60;0;0;6502;
2020-02-26 02:00:00;18,57;18,5;0;100;4,2;60;0;0;6494;
2020-02-26 01:00:00;18,85;18,8;0;100;3,4;60;0;0;6512;
2020-02-26 00:00:00;19,01;18,9;0;100;0,2;60;0;0;6512;3
2020-02-25 23:00:00;19,05;19;0;100;0,6;60;0;0;6532;
2020-02-25 22:00:00;18,97;18,9;0;100;0;60;0,1;0,6;6542;
2020-02-25 21:00:00;19,21;19,1;0;100;0,2;60;0;0,2;6552;
2020-02-25 20:00:00;19,35;19,3;0;100;0;60;0,3;1;6552;
2020-02-25 19:00:00;19,6;19,5;0;99,96;5,2;40;0,3;1;6542;
2020-02-25 18:00:00;20,33;19,9;0;98,43;0,8;0;0,1;1,1;6552;
2020-02-25 17:00:00;20,92;20,6;9;98,87;0;0;0;0,5;6668;
2020-02-25 16:00:00;23,01;20,3;120;87,05;2;5;0,4;1,1;6854;
2020-02-25 15:00:00;27,82;19,9;389;63,2;0;0;0,4;1,1;6904;
2020-02-25 14:00:00;28,01;19,8;788;62,36;0;0;0,3;0,8;6894;
2020-02-25 13:00:00;26,97;19,7;611;65,36;0;0;0,9;1,4;6894;
2020-02-25 12:00:00;26,63;19,6;778;66,42;0;0;1,3;1,9;6894;
2020-02-25 11:00:00;25,75;19,6;553;69,88;0;0;0,7;1,4;6904;
2020-02-25 10:00:00;24,52;19,3;533;73,64;0;0;0,8;1,2;6894;
2020-02-25 09:00:00;22,8;18,9;209;79,62;0;0;0,2;0,6;6894;
2020-02-25 08:00:00;21,55;18,6;70;83,98;0;0;0;0,2;6728;
2020-02-25 07:00:00;20,85;18,3;19;85,94;0;0;0,3;0,6;6572;
2020-02-25 06:00:00;20,4;18,2;0;87,94;0;0;0,2;0,8;6522;
2020-02-25 05:00:00;20,24;18,1;0;88,82;0;0;0;0,2;6512;
2020-02-25 04:00:00;19,91;18,3;0;91,37;0;0;0,2;0,5;6532;
2020-02-25 03:00:00;20,26;18;0;88,14;0,2;0;0,4;1,3;6532;
2020-02-25 02:00:00;22,3;16,4;0;70,22;0;0;0,4;1;6542;
2020-02-25 01:00:00;22,57;16,1;0;67,49;0;0;0,2;0,5;6552;
2020-02-25 00:00:00;22,48;16,2;0;68,36;0;0;0,1;0,4;6542;4,6
2020-02-24 23:00:00;22,21;16,6;0;71,17;0;0;0,4;0,7;6532;
2020-02-24 22:00:00;22,41;16,6;0;70,78;0;0;0,3;0,6;6552;
2020-02-24 21:00:00;23,41;16;0;63,98;0;0;0,1;0,5;6590;
2020-02-24 20:00:00;24,06;16,6;0;63,92;0;0;0,1;0,5;6650;
2020-02-24 19:00:00;25,67;16,9;57;59,3;0;0;0;0,2;6748;
2020-02-24 18:00:00;26,44;17,6;218;59,17;0;0;0,1;0,4;6834;
2020-02-24 17:00:00;27,32;16,5;189;52,91;0,2;0;0,3;0,9;6874;
2020-02-24 16:00:00;29,88;14,6;535;40,2;0;0;0,9;1,5;6884;
2020-02-24 15:00:00;29,82;15,4;655;42,21;0;0;0,8;1,7;6874;
2020-02-24 14:00:00;30,21;16;912;43,12;0;0;1,1;1,8;6894;
2020-02-24 13:00:00;28,92;16,6;1113;48,1;0;0;1,2;1,7;6894;
2020-02-24 12:00:00;27,17;16,2;1000;51,89;0;0;0,9;1,2;6894;
2020-02-24 11:00:00;24,73;15,2;904;56,39;0;0;1,4;2;6904;
2020-02-24 10:00:00;22,85;14,5;661;60,08;0;0;1,2;1,6;6904;
2020-02-24 09:00:00;20,41;13,9;427;66,74;0;0;1;1,5;6904;
2020-02-24 08:00:00;18,31;13,4;191;73,86;0;0;0,6;1;6894;
2020-02-24 07:00:00;16,09;13;13;82,86;0;0;0,1;0,2;6572;
2020-02-24 06:00:00;15,6;12,9;0;84,8;0;0;0;0,2;6502;
2020-02-24 05:00:00;15,83;12,7;0;82,79;0;0;0,1;0,4;6512;
2020-02-24 04:00:00;16,18;12,6;0;79,87;0;0;0,3;0,8;6532;
2020-02-24 03:00:00;16,42;12,4;0;77,83;0;0;0,2;0,5;6532;
2020-02-24 02:00:00;16,71;12,4;0;76,59;0;0;0,1;0,4;6532;
2020-02-24 01:00:00;17,04;12,6;0;76,3;0;0;0,1;0,4;6542;
2020-02-24 00:00:00;16,98;13;0;78,48;0;0;0,1;0,7;6512;4,7
2020-02-23 23:00:00;17,41;13,4;0;78,04;0;0;0,2;0,5;6522;
2020-02-23 22:00:00;17,81;13,8;0;78,15;0;0;0,3;0,8;6562;
2020-02-23 21:00:00;18,36;13,5;0;74,15;0;0;0,1;0,4;6600;
2020-02-23 20:00:00;19,76;12,8;0;65,13;0;0;0,1;0,3;6668;
2020-02-23 19:00:00;22,68;12,4;50;52,92;0;0;0,1;0,3;6766;
2020-02-23 18:00:00;25,6;12;271;43,43;0;0;0,3;0,7;6844;
2020-02-23 17:00:00;26,66;11,5;550;39,57;0;0;0,5;1;6884;
2020-02-23 16:00:00;27,64;9,7;820;33,24;0;0;0,5;1,3;6894;
2020-02-23 15:00:00;26,96;8,9;980;32,65;0;0;0,6;1,5;6894;
2020-02-23 14:00:00;26,16;9,5;1035;35,66;0;0;0,7;1,1;6894;
2020-02-23 13:00:00;25,11;10,3;1137;40,18;0;0;0,7;1,7;6894;
2020-02-23 12:00:00;23,87;10,9;1006;44,7;0;0;0,6;1,1;6904;
2020-02-23 11:00:00;22,44;11,1;917;49,54;0;0;0,8;1,5;6904;
2020-02-23 10:00:00;20,6;11,1;711;55,41;0;0;0,6;1,1;6904;
2020-02-23 09:00:00;17,93;10,9;466;64,39;0;0;0,3;0,8;6914;
2020-02-23 08:00:00;14,34;12,5;174;90,35;0;0;0;0,1;6894;
2020-02-23 07:00:00;11,73;11,2;17;97,78;0;0;0;0;6610;
2020-02-23 06:00:00;11,33;10,8;0;97,49;0;0;0;0;6502;
